,prev2,prev1,WORD_ORC,next1,next2,WORD_TRUE,SAME
20874,amplementung,the,program,qd,bemg,presentation,True
20875,the,program,qd,bemg,the,have,False
20876,program,qd,bemg,the,team,been,False
20877,qd,bemg,the,team,submltted,o,True
20878,bemg,the,team,submltted,a,a,True
20879,the,team,submltted,a,of,special,True
20880,team,submltted,a,of,correctlve,regional,True
20881,submltted,a,of,correctlve,actlons,communications,True
20882,a,of,correctlve,actlons,whlch,grant,False
20883,of,correctlve,actlons,whlch,would,has,True
20884,correctlve,actlons,whlch,would,greatly,been,True
20885,actlons,whlch,would,greatly,are,made,True
20886,whlch,would,greatly,are,extremely,to,True
20887,would,greatly,are,extremely,compllmentary,development,True
20888,greatly,are,extremely,compllmentary,about,has,True
20889,are,extremely,compllmentary,about,the,recently,False
20890,extremely,compllmentary,about,the,carr,completed,True
20891,compllmentary,about,the,carr,handbook,the,True
20892,about,the,carr,handbook,and,first,True
20893,the,carr,handbook,and,are,of,True
20894,carr,handbook,and,are,anxlous,a,True
20895,handbook,and,are,anxlous,to,number,True
20896,and,are,anxlous,to,plans,of,False
20897,are,anxlous,to,plans,are,country,True
20898,anxlous,to,plans,are,actlvely,occidental,True
20899,to,plans,are,actlvely,underway,chemical,True
20900,plans,are,actlvely,underway,for,is,True
20901,are,actlvely,underway,for,the,scheduled,True
20902,actlvely,underway,for,the,flfth,to,True
20903,underway,for,the,flfth,annual,go,True
20904,for,the,flfth,annual,meetlng,to,False
20905,the,flfth,annual,meetlng,of,india,True
20906,flfth,annual,meetlng,of,state,later,False
20907,annual,meetlng,of,state,substances,in,True
20908,meetlng,of,state,substances,cx,the,True
20909,of,state,substances,cx,too,and,True
20910,state,substances,cx,too,often,other,False
20911,substances,cx,too,often,they,the,True
20912,cx,too,often,they,allude,next,True
20913,too,often,they,allude,to,meeting,True
20914,often,they,allude,to,programs,is,True
20915,they,allude,to,programs,that,scheduled,True
20916,allude,to,programs,that,dlstrlbuted,for,True
20917,to,programs,that,dlstrlbuted,to,september,True
20918,programs,that,dlstrlbuted,to,each,unavailability,False
20919,that,dlstrlbuted,to,each,gc,and,True
20920,dlstrlbuted,to,each,gc,brgi,possible,True
20921,to,each,gc,brgi,by,communications,False
20922,each,gc,brgi,by,executive,costa,False
20923,gc,brgi,by,executive,summary,page,True
20924,brgi,by,executive,summary,the,cma,True
20925,by,executive,summary,the,ma,cffykm,True
20926,executive,summary,the,ma,hill,federations,True
20927,summary,the,ma,hill,contlnue,to,True
20928,the,ma,hill,contlnue,to,establish,True
20929,ma,hill,contlnue,to,work,an,False
20930,hill,contlnue,to,work,hlth,international,True
20931,contlnue,to,work,hlth,and,working,True
20932,to,work,hlth,and,the,party,False
20933,work,hlth,and,the,government,and,True
20934,hlth,and,the,government,has,environmental,True
20935,and,the,government,has,announced,in,True
20936,the,government,has,announced,that,the,True
20937,government,has,announced,that,mandatory,export,True
20938,has,announced,that,mandatory,natlonwlde,of,True
20939,announced,that,mandatory,natlonwlde,notlflcatlon,hazardous,True
20940,that,mandatory,natlonwlde,notlflcatlon,and,jcia,False
20941,mandatory,natlonwlde,notlflcatlon,and,assessment,and,False
20942,natlonwlde,notlflcatlon,and,assessment,for,iag,True
20943,notlflcatlon,and,assessment,for,chemlcals,agreed,True
20944,and,assessment,for,chemlcals,new,to,True
20945,assessment,for,chemlcals,new,to,work,True
20946,for,chemlcals,new,to,australla,together,True
20947,chemlcals,new,to,australla,would,to,True
20948,new,to,australla,would,be,resolve,True
20949,to,australla,would,be,unplemented,these,True
20950,australla,would,be,unplemented,by,differences,True
20951,would,be,unplemented,by,the,within,True
20952,be,unplemented,by,the,australlan,the,True
20953,unplemented,by,the,australlan,government,assessment,True
20954,by,the,australlan,government,has,for,False
20955,the,australlan,government,has,agreed,chemicals,True
20956,australlan,government,has,agreed,to,new,True
20957,government,has,agreed,to,serlously,to,True
20958,has,agreed,to,serlously,revlew,australia,True
20959,agreed,to,serlously,revlew,and,would,True
20960,to,serlously,revlew,and,modlfy,be,True
20961,serlously,revlew,and,modlfy,of,implemented,True
20962,revlew,and,modlfy,of,qnformatlon,by,True
20963,and,modlfy,of,qnformatlon,on,as,True
20964,modlfy,of,qnformatlon,on,the,a,False
20965,of,qnformatlon,on,the,export,direct,True
20966,qnformatlon,on,the,export,of,result,True
20967,on,the,export,of,hazardous,of,True
20968,the,export,of,hazardous,the,these,True
20969,export,of,hazardous,the,format,discussi,True
20970,of,hazardous,the,format,for,legislation,True
20971,hazardous,the,format,for,the,has,True
20972,the,format,for,the,a,been,True
20973,format,for,the,a,complete,significantly,True
20974,for,the,a,complete,presentatlon,review,True
20975,the,a,complete,presentatlon,of,implementation,True
20976,a,complete,presentatlon,of,the,of,False
20977,complete,presentatlon,of,the,canadlan,the,True
20978,presentatlon,of,the,canadlan,workplace,principles,True
20979,of,the,canadlan,workplace,hazardous,of,False
20980,the,canadlan,workplace,hazardous,admlnlstratlon,good,True
20981,canadlan,workplace,hazardous,admlnlstratlon,the,laboratory,True
20982,workplace,hazardous,admlnlstratlon,the,envlronmental,o,False
20983,hazardous,admlnlstratlon,the,envlronmental,contalnments,the,True
20984,admlnlstratlon,the,envlronmental,contalnments,act,format,True
20985,the,envlronmental,contalnments,act,was,for,True
20986,envlronmental,contalnments,act,was,agreed,the,True
20987,contalnments,act,was,agreed,that,the,True
20988,act,was,agreed,that,a,caes,True
20989,was,agreed,that,a,group,and,True
20990,agreed,that,a,group,of,ncsxc,True
20991,that,a,group,of,envlronmental,programs,True
20992,a,group,of,envlronmental,and,complement,True
20993,group,of,envlronmental,and,health,those,True
20994,of,envlronmental,and,health,and,now,True
20995,envlronmental,and,health,and,the,being,True
20996,and,health,and,the,group,implemented,True
20997,health,and,the,group,by,substances,True
20998,and,the,group,by,the,control,True
20999,the,group,by,the,end,and,True
21000,group,by,the,end,of,assist,True
21001,by,the,end,of,august,in,True
21002,the,end,of,august,the,obtaining,True
21003,end,of,august,the,joint,full,True
21004,of,august,the,joint,the,reciprocity,True
21005,august,the,joint,the,past,in,True
21006,the,joint,the,past,chemlcals,export,True
21007,joint,the,past,chemlcals,programme,of,True
21008,the,past,chemlcals,programme,actlvlty,hazardous,True
21009,past,chemlcals,programme,actlvlty,hnto,substances,True
21010,chemlcals,programme,actlvlty,hnto,natlonal,through,False
21011,programme,actlvlty,hnto,natlonal,regulatory,the,False
21012,actlvlty,hnto,natlonal,regulatory,schemes,business,False
21013,hnto,natlonal,regulatory,schemes,prior,and,True
21014,natlonal,regulatory,schemes,prior,to,industry,True
21015,regulatory,schemes,prior,to,angtlatlon,advisory,True
21016,schemes,prior,to,angtlatlon,of,committee,True
21017,prior,to,angtlatlon,of,any,and,False
21018,to,angtlatlon,of,any,new,the,True
21019,angtlatlon,of,any,new,areas,state,True
21020,of,any,new,areas,of,department,True
21021,any,new,areas,of,ynvolvement,to,True
21022,new,areas,of,ynvolvement,from,the,True
21023,areas,of,ynvolvement,from,management,organization,False
21024,of,ynvolvement,from,management,and,for,True
21025,ynvolvement,from,management,and,thelr,we,True
21026,from,management,and,thelr,varlous,have,True
21027,management,and,thelr,varlous,expert,also,False
21028,and,thelr,varlous,expert,consultlng,urged,True
21029,thelr,varlous,expert,consultlng,comments,implementation,True
21030,varlous,expert,consultlng,comments,were,of,False
21031,expert,consultlng,comments,were,submltted,substantive,True
21032,consultlng,comments,were,submltted,on,oecd,True
21033,comments,were,submltted,on,expected,activities,True
21034,were,submltted,on,expected,that,are,True
21035,submltted,on,expected,that,thls,severely,True
21036,on,expected,that,thls,questlon,withdrawn,True
21037,expected,that,thls,questlon,will,or,True
21038,that,thls,questlon,will,be,unapproved,False
21039,thls,questlon,will,be,resolved,the,True
21040,questlon,will,be,resolved,not,case,True
21041,will,be,resolved,not,a,of,True
21042,be,resolved,not,a,sectoral,chmical,True
21043,resolved,not,a,sectoral,will,producers,True
21044,not,a,sectoral,will,recelve,association,True
21045,a,sectoral,will,recelve,conslderatlon,trade,True
21046,sectoral,will,recelve,conslderatlon,by,conmittee,True
21047,will,recelve,conslderatlon,by,the,during,False
21048,recelve,conslderatlon,by,the,bllateral,vqfl,True
21049,conslderatlon,by,the,bllateral,the,and,True
21050,by,the,bllateral,the,cma,following,True
21051,the,bllateral,the,cma,internatlonal,those,True
21052,bllateral,the,cma,internatlonal,trade,concern,True
21053,the,cma,internatlonal,trade,commlttee,was,True
21054,cma,internatlonal,trade,commlttee,has,expressed,True
21055,internatlonal,trade,commlttee,has,canadlan,that,True
21056,trade,commlttee,has,canadlan,government,a,True
21057,commlttee,has,canadlan,government,pollcles,bilateral,False
21058,has,canadlan,government,pollcles,whlch,the,True
21059,canadlan,government,pollcles,whlch,do,cma,False
21060,government,pollcles,whlch,do,not,international,True
21061,pollcles,whlch,do,not,unduly,trade,True
21062,whlch,do,not,unduly,avaliablllty,committee,True
21063,do,not,unduly,avaliablllty,and,has,True
21064,not,unduly,avaliablllty,and,action,reconmend,False
21065,unduly,avaliablllty,and,action,cndustry,ation,True
21066,avaliablllty,and,action,cndustry,and,o,True
21067,and,action,cndustry,and,provlde,to,False
21068,action,cndustry,and,provlde,adequate,obtaining,True
21069,cndustry,and,provlde,adequate,opportunltles,canadian,False
21070,and,provlde,adequate,opportunltles,for,agreement,True
21071,provlde,adequate,opportunltles,for,tlmely,to,False
21072,adequate,opportunltles,for,tlmely,ellglble,eliminate,True
21073,opportunltles,for,tlmely,ellglble,for,these,False
21074,for,tlmely,ellglble,for,dutyifree,considered,False
21075,tlmely,ellglble,for,dutyifree,entry,in,True
21076,ellglble,for,dutyifree,entry,ento,any,False
21077,for,dutyifree,entry,ento,the,free,True
21078,dutyifree,entry,ento,the,unlted,trade,True
21079,entry,ento,the,unlted,states,negotiations,True
21080,ento,the,unlted,states,under,between,True
21081,the,unlted,states,under,contaln,the,True
21082,unlted,states,under,contaln,an,united,True
21083,states,under,contaln,an,adequate,industry,True
21084,under,contaln,an,adequate,and,and,True
21085,contaln,an,adequate,and,binding,provide,True
21086,an,adequate,and,binding,dlspute,adequate,True
21087,adequate,and,binding,dlspute,settlement,opportunities,True
21088,and,binding,dlspute,settlement,comst,for,False
21089,binding,dlspute,settlement,comst,on,timely,True
21090,dlspute,settlement,comst,on,a,of,False
21091,settlement,comst,on,a,bilateral,the,True
21092,comst,on,a,bilateral,free,conditions,True
21093,on,a,bilateral,free,assoclatlon,of,True
21094,a,bilateral,free,assoclatlon,on,the,True
21095,bilateral,free,assoclatlon,on,a,other,True
21096,free,assoclatlon,on,a,posslble,such,True
21097,assoclatlon,on,a,posslble,bllateral,as,True
21098,on,a,posslble,bllateral,free,how,True
21099,a,posslble,bllateral,free,trade,temporary,True
21100,posslble,bllateral,free,trade,agreement,trade,True
21101,bllateral,free,trade,agreement,canadlan,distortions,True
21102,free,trade,agreement,canadlan,chemlcal,caused,True
21103,trade,agreement,canadlan,chemlcal,fndustry,the,False
21104,agreement,canadlan,chemlcal,fndustry,has,elimination,True
21105,canadlan,chemlcal,fndustry,has,proposed,of,False
21106,chemlcal,fndustry,has,proposed,that,preferential,True
21107,fndustry,has,proposed,that,any,canadian,True
21108,has,proposed,that,any,such,chemical,True
21109,proposed,that,any,such,event,feedstock,True
21110,that,any,such,event,of,and,True
21111,any,such,event,of,nonifulflllment,agreement,True
21112,such,event,of,nonifulflllment,of,should,True
21113,event,of,nonifulflllment,of,agreement,require,False
21114,of,nonifulflllment,of,agreement,address,that,True
21115,nonifulflllment,of,agreement,address,yth,all,True
21116,of,agreement,address,yth,r,products,True
21117,agreement,address,yth,r,negotlatlons,eligible,False
21118,address,yth,r,negotlatlons,hlth,for,False
21119,yth,r,negotlatlons,hlth,as,provide,False
21120,r,negotlatlons,hlth,as,well,for,False
21121,negotlatlons,hlth,as,well,as,the,True
21122,hlth,as,well,as,durlng,reimposition,True
21123,as,well,as,durlng,any,of,True
21124,well,as,durlng,any,negotlatlon,duties,False
21125,as,durlng,any,negotlatlon,cma,in,True
21126,durlng,any,negotlatlon,cma,urges,the,True
21127,any,negotlatlon,cma,urges,the,such,True
21128,negotlatlon,cma,urges,the,utlllzatlon,as,True
21129,cma,urges,the,utlllzatlon,of,how,True
21130,urges,the,utlllzatlon,of,the,temporary,False
21131,the,utlllzatlon,of,the,industry,trade,True
21132,utlllzatlon,of,the,industry,sector,distortions,True
21133,of,the,industry,sector,are,caused,True
21134,the,industry,sector,are,consldered,by,True
21135,industry,sector,are,consldered,by,cma,True
21136,sector,are,consldered,by,the,believes,False
21137,are,consldered,by,the,unlted,that,True
21138,consldered,by,the,unlted,states,it,True
21139,by,the,unlted,states,government,is,True
21140,the,unlted,states,government,before,absolutely,True
21141,unlted,states,government,before,the,essential,True
21142,states,government,before,the,un,that,True
21143,government,before,the,un,ted,cma,True
21144,before,the,un,ted,states,believes,True
21145,the,un,ted,states,and,if,True
21146,un,ted,states,and,canadlan,the,True
21147,ted,states,and,canadlan,governments,issues,True
21148,states,and,canadlan,governments,are,discussed,False
21149,and,canadlan,governments,are,conslderlng,in,True
21150,canadlan,governments,are,conslderlng,internatl,our,True
21151,governments,are,conslderlng,internatl,nal,comments,False
21152,are,conslderlng,internatl,nal,trade,benefits,False
21153,conslderlng,internatl,nal,trade,commlsslon,mutually,True
21154,internatl,nal,trade,commlsslon,and,advantageous,True
21155,nal,trade,commlsslon,and,the,to,False
21156,trade,commlsslon,and,the,lnteriagency,both,True
21157,commlsslon,and,the,lnteriagency,trade,countries,True
21158,and,the,lnteriagency,trade,the,are,False
21159,the,lnteriagency,trade,the,chemlcal,achievable,True
21160,lnteriagency,trade,the,chemlcal,anufacturers,the,True
21161,trade,the,chemlcal,anufacturers,assoclatlon,united,True
21162,the,chemlcal,anufacturers,assoclatlon,wlshes,states,False
21163,chemlcal,anufacturers,assoclatlon,wlshes,to,and,True
21164,anufacturers,assoclatlon,wlshes,to,make,canadian,False
21165,assoclatlon,wlshes,to,make,the,governments,True
21166,wlshes,to,make,the,followlng,are,True
21167,to,make,the,followlng,co,considering,True
21168,make,the,followlng,co,ants,the,False
21169,the,followlng,co,ants,on,desirability,True
21170,followlng,co,ants,on,a,of,True
21171,co,ants,on,a,bllateral,a,True
21172,ants,on,a,bllateral,free,bilateral,True
21173,on,a,bllateral,free,trade,free,True
21174,a,bllateral,free,trade,agreement,trade,True
21175,bllateral,free,trade,agreement,between,agreement,True
21176,free,trade,agreement,between,lssues,between,True
21177,trade,agreement,between,lssues,whlch,the,True
21178,agreement,between,lssues,whlch,cm,the,True
21179,between,lssues,whlch,cm,elleves,impact,True
21180,lssues,whlch,cm,elleves,must,of,True
21181,whlch,cm,elleves,must,be,establishing,False
21182,cm,elleves,must,be,addressed,bilateral,True
21183,elleves,must,be,addressed,by,free,True
21184,must,be,addressed,by,the,trade,True
21185,be,addressed,by,the,the,in,True
21186,addressed,by,the,the,total,selected,True
21187,by,the,the,total,trade,companies,True
21188,the,the,total,trade,bet,represent,True
21189,the,total,trade,bet,een,more,True
21190,total,trade,bet,een,the,than,True
21191,trade,bet,een,the,two,os,True
21192,bet,een,the,two,countrles,percent,True
21193,een,the,two,countrles,sn,of,True
21194,the,two,countrles,sn,exports,the,True
